price_doc;id;timestamp;full_sq;life_sq;floor;max_floor;material;build_year;num_room;kitch_sq;state;product_type;sub_area
6200000;3877;2012-09-26;36;18.0;5.0;;;;;;;Investment;Koptevo
8400000;3878;2012-09-26;51;28.0;10.0;;;;;;;Investment;Orehovo-Borisovo Juzhnoe
5667750;3879;2012-09-26;68;;5.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
3274574;3880;2012-09-26;37;;5.0;;;;;;;OwnerOccupier;Zapadnoe Degunino
3818000;3881;2012-09-27;46;;14.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
8200000;3882;2012-09-27;57;37.0;5.0;;;;;;;Investment;Tekstil'shhiki
3660300;3883;2012-09-27;44;;6.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
3668587;3884;2012-09-27;40;18.0;16.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
6868818;3885;2012-09-27;55;55.0;13.0;;;;;;;OwnerOccupier;Birjulevo Vostochnoe
5814000;3886;2012-09-27;76;;15.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
4700000;3887;2012-09-27;39;17.0;3.0;;;;;;;Investment;Krjukovo
7900000;3888;2012-09-27;38;20.0;18.0;;;;;;;Investment;Obruchevskoe
7550000;3889;2012-09-27;47;30.0;12.0;;;;;;;Investment;Otradnoe
7000000;3890;2012-09-27;77;31.0;1.0;;;;;;;Investment;Severnoe
5770800;3891;2012-09-27;68;;9.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
6000000;3892;2012-09-27;53;30.0;1.0;;;;;;;Investment;Nizhegorodskoe
4805054;3893;2012-09-27;60;30.0;5.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
3274574;3894;2012-09-27;37;;7.0;;;;;;;OwnerOccupier;Zapadnoe Degunino
11300000;3895;2012-09-27;65;41.0;3.0;;;;;;;Investment;Jakimanka
13000000;3896;2012-09-27;84;54.0;4.0;;;;;;;Investment;Teplyj Stan
6457416;3897;2012-09-27;138;138.0;2.0;;;;;;;OwnerOccupier;Poselenie Pervomajskoe
7900000;3898;2012-09-27;58;30.0;6.0;;;;;;;Investment;Matushkino
11431800;3899;2012-09-27;74;43.0;15.0;;;;;;;OwnerOccupier;Vojkovskoe
6230800;3900;2012-09-27;84;;17.0;;;;;;;OwnerOccupier;Nekrasovka
5907850;3901;2012-09-27;79;;8.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
6396659;3902;2012-09-27;78;;25.0;;;;;;;OwnerOccupier;Poselenie Vnukovskoe
4300000;3903;2012-09-27;32;18.0;3.0;;;;;;;Investment;Chertanovo Juzhnoe
3000000;3904;2012-09-27;38;23.0;2.0;;;;;;;Investment;Novogireevo
5852000;3905;2012-09-27;77;77.0;10.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
8100000;3906;2012-09-27;55;40.0;4.0;;;;;;;Investment;Gagarinskoe
17200000;3907;2012-09-27;87;48.0;13.0;;;;;;;Investment;Fili Davydkovo
7500000;3908;2012-09-27;44;28.0;5.0;;;;;;;Investment;Alekseevskoe
4995670;3909;2012-09-27;60;60.0;25.0;;;;;;;OwnerOccupier;Poselenie Vnukovskoe
1000000;3910;2012-09-27;44;27.0;7.0;;;;;;;Investment;Nagatino-Sadovniki
2150000;3911;2012-09-27;10;10.0;5.0;;;;;;;Investment;Otradnoe
5000000;3912;2012-09-27;33;19.0;5.0;;;;;;;Investment;Solncevo
9900000;3913;2012-09-27;94;59.0;6.0;;;;;;;Investment;Silino
14165000;3914;2012-09-27;70;48.0;8.0;;;;;;;Investment;Lomonosovskoe
2500000;3915;2012-09-27;38;19.0;11.0;;;;;;;Investment;Horoshevo-Mnevniki
6734800;3916;2012-09-28;90;;7.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
13400000;3917;2012-09-28;78;43.0;22.0;;;;;;;Investment;Teplyj Stan
1000000;3918;2012-09-28;44;29.0;2.0;;;;;;;Investment;Veshnjaki
5100000;3919;2012-09-28;38;20.0;11.0;;;;;;;Investment;Jaroslavskoe
4506800;3920;2012-09-28;59;;16.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
4000000;3921;2012-09-28;36;18.0;7.0;;;;;;;Investment;Taganskoe
4676422;3922;2012-09-28;57;;13.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
3649000;3923;2012-09-28;44;;2.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
3912000;3924;2012-09-28;43;18.0;6.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
3649323;3925;2012-09-28;41;41.0;15.0;;;;;;;OwnerOccupier;Mar'ina Roshha
3606375;3926;2012-09-28;43;38.0;4.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
4850000;3927;2012-09-28;74;45.0;14.0;;;;;;;Investment;Pechatniki
14490576;3928;2012-09-28;74;;8.0;;;;;;;OwnerOccupier;Izmajlovo
11300000;3929;2012-09-28;51;30.0;5.0;;;;;;;Investment;Kon'kovo
2173428;3930;2012-09-28;31;30.0;3.0;;;;;;;OwnerOccupier;Poselenie Filimonkovskoe
13860000;3931;2012-09-28;95;95.0;2.0;;;;;;;Investment;Kurkino
7300000;3932;2012-09-28;38;19.0;7.0;;;;;;;Investment;Lefortovo
4250650;3933;2012-09-28;56;;8.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
3888500;3934;2012-09-28;37;37.0;5.0;;;;;;;OwnerOccupier;Nekrasovka
5746200;3935;2012-09-28;73;;17.0;;;;;;;OwnerOccupier;Nekrasovka
5100000;3936;2012-09-28;32;18.0;9.0;;;;;;;Investment;Hovrino
3065553;3937;2012-09-28;38;15.0;9.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
2716000;3938;2012-09-28;18;14.0;5.0;;;;;;;Investment;Solncevo
2910000;3939;2012-09-28;19;14.0;2.0;;;;;;;Investment;Solncevo
8250000;3940;2012-09-28;51;30.0;14.0;;;;;;;Investment;Golovinskoe
2000000;3941;2012-09-28;25;10.0;;;;;;;;Investment;Golovinskoe
2000000;3942;2012-09-28;35;20.0;3.0;;;;;;;Investment;Beskudnikovskoe
5750000;3943;2012-09-28;44;27.0;5.0;;;;;;;Investment;Veshnjaki
2000000;3944;2012-09-28;32;16.0;8.0;;;;;;;Investment;Ramenki
31685000;3945;2012-09-28;167;134.0;3.0;;;;;;;Investment;Shhukino
6780400;3946;2012-09-28;79;41.0;14.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
3614133;3947;2012-09-28;53;;16.0;;;;;;;OwnerOccupier;Poselenie Shherbinka
2000000;3948;2012-09-28;37;22.0;4.0;;;;;;;Investment;Beskudnikovskoe
5430250;3949;2012-09-28;37;;10.0;;;;;;;OwnerOccupier;Mitino
1000000;3950;2012-09-28;29;16.0;3.0;;;;;;;Investment;Butyrskoe
7434966;3951;2012-09-28;159;159.0;1.0;;;;;;;OwnerOccupier;Poselenie Pervomajskoe
1900000;3952;2012-09-29;34;32.0;7.0;;;;;;;OwnerOccupier;Poselenie Filimonkovskoe
6150000;3953;2012-09-29;38;23.0;1.0;;;;;;;Investment;Izmajlovo
4700000;3954;2012-09-29;39;19.0;6.0;;;;;;;Investment;Matushkino
6550000;3955;2012-09-29;44;30.0;;;;;;;;Investment;Lefortovo
5922450;3956;2012-09-29;43;;19.0;;;;;;;OwnerOccupier;Mitino
4600000;3957;2012-09-29;39;19.0;14.0;;;;;;;Investment;Krjukovo
5724240;3958;2012-09-29;69;;17.0;;;;;;;OwnerOccupier;Nekrasovka
1000000;3959;2012-09-29;42;19.0;5.0;;;;;;;Investment;Juzhnoe Butovo
5000000;3960;2012-09-29;43;26.0;5.0;;;;;;;Investment;Birjulevo Zapadnoe
1000000;3961;2012-09-29;43;19.0;4.0;;;;;;;Investment;Obruchevskoe
3670489;3962;2012-09-29;41;41.0;17.0;;;;;;;OwnerOccupier;Zapadnoe Degunino
5280000;3963;2012-09-29;39;23.0;7.0;;;;;;;Investment;Vnukovo
5770800;3964;2012-09-29;68;68.0;14.0;;;;;;;OwnerOccupier;Tverskoe
3676716;3965;2012-09-29;53;;10.0;;;;;;;OwnerOccupier;Poselenie Shherbinka
5770800;3966;2012-09-29;68;68.0;15.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
13492500;3967;2012-09-29;75;43.0;2.0;;;;;;;OwnerOccupier;Ochakovo-Matveevskoe
3809700;3968;2012-09-29;45;45.0;14.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
10933000;3969;2012-09-29;71;44.0;11.0;;;;;;;OwnerOccupier;Vojkovskoe
5450000;3970;2012-09-29;44;30.0;4.0;;;;;;;Investment;Severnoe Izmajlovo
13000000;3971;2012-09-29;75;45.0;9.0;;;;;;;Investment;Mar'ina Roshha
9000000;3972;2012-09-29;62;38.0;4.0;;;;;;;Investment;Chertanovo Central'noe
5750000;3973;2012-09-29;31;16.0;12.0;;;;;;;Investment;Orehovo-Borisovo Severnoe
3660300;3974;2012-09-29;44;;4.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
4506800;3975;2012-09-29;59;;4.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
6650000;3976;2012-09-29;44;30.0;5.0;;;;;;;Investment;Zjuzino
4025500;3977;2012-09-29;48;;10.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
2716000;3978;2012-09-29;20;14.0;4.0;;;;;;;Investment;Solncevo
7400000;3979;2012-09-29;31;21.0;8.0;;;;;;;Investment;Tverskoe
4950000;3980;2012-09-29;31;20.0;2.0;;;;;;;Investment;Novogireevo
950000;3981;2012-09-29;63;60.0;2.0;;;;;;;Investment;Severnoe Medvedkovo
5700000;3982;2012-09-29;43;31.0;4.0;;;;;;;Investment;Vostochnoe Izmajlovo
7600000;3983;2012-09-29;45;27.0;12.0;;;;;;;Investment;Teplyj Stan
1000000;3984;2012-09-29;58;44.0;1.0;;;;;;;Investment;Veshnjaki
6500000;3985;2012-10-01;44;28.0;4.0;;;;;;;Investment;Kuz'minki
7298200;3986;2012-10-01;40;;3.0;;;;;;;OwnerOccupier;Pokrovskoe Streshnevo
6213387;3987;2012-10-01;77;40.0;5.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
3465955;3988;2012-10-01;40;40.0;6.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
4485000;3989;2012-10-01;59;;2.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
3936450;3990;2012-10-01;48;;6.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
4335100;3991;2012-10-01;56;;4.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
4535300;3992;2012-10-01;58;;12.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
8100000;3993;2012-10-01;70;44.0;2.0;;;;;;;Investment;Golovinskoe
3929727;3994;2012-10-01;45;18.0;12.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
11967240;3995;2012-10-01;90;;15.0;;;;;;;OwnerOccupier;Mitino
3564482;3996;2012-10-01;40;40.0;5.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
4900000;3997;2012-10-01;31;19.0;1.0;;;;;;;Investment;Filevskij Park
6225640;3998;2012-10-01;79;74.0;;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
7632900;3999;2012-10-02;77;77.0;5.0;;;;;;;OwnerOccupier;Krjukovo
3000000;4000;2012-10-02;52;30.0;10.0;;;;;;;Investment;Vyhino-Zhulebino
3880225;4001;2012-10-02;82;82.0;1.0;;;;;;;OwnerOccupier;Poselenie Filimonkovskoe
3555587;4002;2012-10-02;38;15.0;2.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
6205910;4003;2012-10-02;77;72.0;11.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
4056712;4004;2012-10-02;54;;12.0;;;;;;;OwnerOccupier;Zapadnoe Degunino
4058450;4005;2012-10-02;51;51.0;6.0;;;;;;;OwnerOccupier;Nekrasovka
10000000;4006;2012-10-02;56;31.0;2.0;;;;;;;Investment;Nagornoe
4498491;4007;2012-10-02;57;;8.0;;;;;;;OwnerOccupier;Poselenie Vnukovskoe
11600000;4008;2012-10-02;74;44.0;10.0;;;;;;;Investment;Losinoostrovskoe
6214600;4009;2012-10-02;77;;9.0;;;;;;;OwnerOccupier;Nekrasovka
4547447;4010;2012-10-02;59;59.0;2.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
5725843;4011;2012-10-02;77;;14.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
5885398;4012;2012-10-02;76;71.0;;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
4550000;4013;2012-10-03;39;21.0;6.0;;;;;;;Investment;Krjukovo
5805196;4014;2012-10-03;71;40.0;12.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
6300000;4015;2012-10-03;55;35.0;5.0;;;;;;;Investment;Vnukovo
6000000;4016;2012-10-03;43;28.0;2.0;;;;;;;Investment;Rjazanskij
3274574;4017;2012-10-03;37;;11.0;;;;;;;OwnerOccupier;Zapadnoe Degunino
3491971;4018;2012-10-03;43;18.0;2.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
1050000;4019;2012-10-03;60;33.0;11.0;;;;;;;Investment;Mar'ino
4437750;4020;2012-10-03;48;;3.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
5230900;4021;2012-10-03;61;;6.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
6703350;4022;2012-10-03;79;41.0;7.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
4859800;4023;2012-10-03;51;;17.0;;;;;;;OwnerOccupier;Nekrasovka
8900000;4024;2012-10-03;64;43.0;1.0;;;;;;;Investment;Tekstil'shhiki
4110024;4025;2012-10-03;54;;12.0;;;;;;;OwnerOccupier;Zapadnoe Degunino
3887015;4026;2012-10-03;45;18.0;14.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
6744295;4027;2012-10-03;81;;5.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
7000000;4028;2012-10-03;38;23.0;7.0;;;;;;;Investment;Zjuzino
5850000;4029;2012-10-03;33;17.0;7.0;;;;;;;Investment;Severnoe Butovo
6780400;4030;2012-10-03;79;;12.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
4859400;4031;2012-10-03;55;30.0;2.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
5484100;4032;2012-10-03;63;;12.0;;;;;;;OwnerOccupier;Nekrasovka
5515800;4033;2012-10-03;63;;17.0;;;;;;;OwnerOccupier;Nekrasovka
5750000;4034;2012-10-03;30;17.0;3.0;;;;;;;Investment;Alekseevskoe
4251940;4035;2012-10-03;43;;16.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
6052830;4036;2012-10-03;77;;5.0;;;;;;;OwnerOccupier;Nekrasovka
6080000;4037;2012-10-04;64;64.0;16.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
6626300;4038;2012-10-04;79;41.0;6.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
6800000;4039;2012-10-04;33;24.0;3.0;;;;;;;Investment;Basmannoe
4544800;4040;2012-10-04;59;;16.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
6080000;4041;2012-10-04;64;;11.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
4694466;4042;2012-10-04;57;57.0;10.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
9500000;4043;2012-10-04;59;33.0;;;;;;;;Investment;Babushkinskoe
5742336;4044;2012-10-04;77;40.0;2.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
2200000;4045;2012-10-04;37;18.0;16.0;;;;;;;Investment;Poselenie Moskovskij
3594150;4046;2012-10-04;44;;5.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
8369200;4047;2012-10-04;40;17.0;7.0;;;;;;;OwnerOccupier;Ochakovo-Matveevskoe
8100000;4048;2012-10-04;37;19.0;11.0;;;;;;;Investment;Obruchevskoe
3207872;4049;2012-10-04;53;52.0;2.0;;;;;;;OwnerOccupier;Ostankinskoe
13000000;4050;2012-10-04;67;44.0;4.0;;;;;;;Investment;Sokolinaja Gora
6215372;4051;2012-10-04;77;;15.0;;;;;;;OwnerOccupier;Nekrasovka
4650000;4052;2012-10-04;32;18.0;1.0;;;;;;;Investment;Hovrino
3510900;4053;2012-10-04;42;42.0;8.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
19879000;4054;2012-10-04;58;32.0;3.0;;;;;;;Investment;Hamovniki
9050000;4055;2012-10-04;52;30.0;8.0;;;;;;;Investment;Lianozovo
3197000;4056;2012-10-04;27;;7.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
12500000;4057;2012-10-04;84;53.0;3.0;;;;;;;Investment;Severnoe Tushino
999000;4058;2012-10-04;45;29.0;3.0;;;;;;;Investment;Bogorodskoe
5686796;4059;2012-10-04;69;36.0;2.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
11150000;4060;2012-10-05;55;32.0;11.0;;;;;;;Investment;Severnoe Tushino
4869700;4061;2012-10-05;46;46.0;25.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
2000000;4062;2012-10-05;34;19.0;8.0;;;;;;;Investment;Orehovo-Borisovo Juzhnoe
3579486;4063;2012-10-05;42;42.0;11.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
5068854;4064;2012-10-05;82;;2.0;;;;;;;OwnerOccupier;Poselenie Filimonkovskoe
3939816;4065;2012-10-05;51;30.0;3.0;;;;;;;OwnerOccupier;Solncevo
7300000;4066;2012-10-05;37;36.0;5.0;;;;;;;Investment;Ramenki
6229540;4067;2012-10-05;43;40.0;23.0;;;;;;;OwnerOccupier;Mitino
3326626;4068;2012-10-05;39;15.0;14.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
3534367;4069;2012-10-05;38;18.0;3.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
5852000;4070;2012-10-05;77;;9.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
6300400;4071;2012-10-05;82;;12.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
5397700;4072;2012-10-05;70;;6.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
3309600;4073;2012-10-05;33;33.0;18.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
4874730;4074;2012-10-05;60;;5.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
3606375;4075;2012-10-05;43;18.0;5.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
5153050;4076;2012-10-06;63;30.0;9.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
5610900;4077;2012-10-06;63;;12.0;;;;;;;OwnerOccupier;Nekrasovka
2716000;4078;2012-10-06;19;14.0;1.0;;;;;;;Investment;Solncevo
6700000;4079;2012-10-06;47;30.0;6.0;;;;;;;Investment;Ljublino
6000000;4080;2012-10-06;39;20.0;2.0;;;;;;;Investment;Otradnoe
8450000;4081;2012-10-06;59;42.0;5.0;;;;;;;Investment;Severnoe Tushino
7900000;4082;2012-10-06;41;16.0;32.0;;;;;;;Investment;Beskudnikovskoe
4323272;4083;2012-10-06;54;32.0;4.0;;;;;;;OwnerOccupier;Poselenie Desjonovskoe
5494505;4084;2012-10-06;76;;7.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
4941160;4085;2012-10-08;50;;16.0;;;;;;;OwnerOccupier;Poselenie Mosrentgen
7000000;4086;2012-10-08;47;29.0;4.0;;;;;;;Investment;Butyrskoe
8704988;4087;2012-10-08;50;50.0;8.0;;;;;;;OwnerOccupier;Babushkinskoe
4890050;4088;2012-10-08;52;30.0;11.0;;;;;;;OwnerOccupier;Nekrasovka
5150000;4089;2012-10-08;30;18.0;5.0;;;;;;;Investment;Nagatinskij Zaton
3992300;4090;2012-10-08;48;;8.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
3068450;4091;2012-10-08;38;;5.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
11000000;4092;2012-10-08;54;32.0;8.0;;;;;;;Investment;Krylatskoe
12549143;4093;2012-10-08;82;80.0;15.0;;;;;;;OwnerOccupier;Strogino
11436400;4094;2012-10-08;75;;9.0;;;;;;;OwnerOccupier;Vojkovskoe
5200000;4095;2012-10-08;36;21.0;3.0;;;;;;;Investment;Veshnjaki
3112727;4096;2012-10-08;36;36.0;2.0;;;;;;;OwnerOccupier;Zapadnoe Degunino
11769600;4097;2012-10-08;58;34.0;15.0;;;;;;;OwnerOccupier;Ochakovo-Matveevskoe
3274574;4098;2012-10-08;36;17.0;5.0;;;;;;;OwnerOccupier;Zapadnoe Degunino
3362876;4099;2012-10-08;34;;7.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
5798496;4100;2012-10-08;138;;2.0;;;;;;;OwnerOccupier;Poselenie Pervomajskoe
3501127;4101;2012-10-08;67;;3.0;;;;;;;OwnerOccupier;Poselenie Filimonkovskoe
3362876;4102;2012-10-08;39;15.0;10.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
3660300;4103;2012-10-08;44;;5.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
4503212;4104;2012-10-08;57;;16.0;;;;;;;OwnerOccupier;Poselenie Vnukovskoe
5970000;4105;2012-10-08;34;14.0;6.0;;;;;;;Investment;Severnoe Butovo
6300000;4106;2012-10-08;36;20.0;11.0;;;;;;;Investment;Babushkinskoe
15000000;4107;2012-10-09;78;44.0;7.0;;;;;;;Investment;Horoshevskoe
6255627;4108;2012-10-09;74;74.0;16.0;;;;;;;OwnerOccupier;Nekrasovka
3112775;4109;2012-10-09;44;;2.0;;;;;;;OwnerOccupier;Poselenie Filimonkovskoe
12100000;4110;2012-10-09;80;45.0;13.0;;;;;;;Investment;Vostochnoe Degunino
5289900;4111;2012-10-09;68;;7.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
6136900;4112;2012-10-09;79;79.0;8.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
5600000;4113;2012-10-09;42;29.0;1.0;;;;;;;Investment;Kon'kovo
7800000;4114;2012-10-09;42;26.0;4.0;;;;;;;Investment;Presnenskoe
4433400;4115;2012-10-09;82;;3.0;;;;;;;OwnerOccupier;Poselenie Filimonkovskoe
4535300;4116;2012-10-09;58;;13.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
7500000;4117;2012-10-09;52;30.0;12.0;;;;;;;Investment;Ljublino
2000000;4118;2012-10-09;47;31.0;3.0;;;;;;;Investment;Vostochnoe Izmajlovo
5360220;4119;2012-10-09;58;;17.0;;;;;;;OwnerOccupier;Nekrasovka
13000000;4120;2012-10-09;85;33.0;3.0;;;;;;;Investment;Babushkinskoe
5667750;4121;2012-10-09;68;;5.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
4535300;4122;2012-10-09;58;;8.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
4612682;4123;2012-10-09;57;;9.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
3189420;4124;2012-10-09;33;;3.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
5700000;4125;2012-10-09;37;19.0;6.0;;;;;;;Investment;Orehovo-Borisovo Juzhnoe
4530557;4126;2012-10-09;43;;11.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
12000000;4127;2012-10-09;57;33.0;8.0;;;;;;;Investment;Ramenki
4194444;4128;2012-10-10;59;59.0;1.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
4400000;4129;2012-10-10;29;18.0;1.0;;;;;;;Investment;Nizhegorodskoe
3274574;4130;2012-10-10;37;36.0;10.0;;;;;;;OwnerOccupier;Poselenie Desjonovskoe
3362876;4131;2012-10-10;39;15.0;6.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
5153050;4132;2012-10-10;63;30.0;9.0;;;;;;;OwnerOccupier;Tverskoe
4000000;4133;2012-10-10;30;19.0;5.0;;;;;;;Investment;Cheremushki
5150823;4134;2012-10-10;74;;12.0;;;;;;;OwnerOccupier;Poselenie Desjonovskoe
5289900;4135;2012-10-10;68;;4.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
5440815;4136;2012-10-10;93;;3.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
5233147;4137;2012-10-10;60;;2.0;;;;;;;OwnerOccupier;Poselenie Vnukovskoe
8300000;4138;2012-10-10;50;30.0;17.0;;;;;;;Investment;Brateevo
3000000;4139;2012-10-10;55;31.0;;;;;;;;Investment;Beskudnikovskoe
3476515;4140;2012-10-10;49;49.0;3.0;;;;;;;OwnerOccupier;Mar'ina Roshha
4618597;4141;2012-10-10;61;0.0;4.0;;;;;;;OwnerOccupier;Tverskoe
3452800;4142;2012-10-10;41;;11.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
6600000;4143;2012-10-10;44;44.0;6.0;;;;;;;Investment;Severnoe Tushino
4419429;4144;2012-10-10;59;;5.0;;;;;;;OwnerOccupier;Alekseevskoe
3810125;4145;2012-10-10;38;18.0;8.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
3573584;4146;2012-10-10;43;18.0;16.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
5311866;4147;2012-10-10;74;;7.0;;;;;;;OwnerOccupier;Poselenie Desjonovskoe
3526300;4148;2012-10-10;35;35.0;16.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
1000000;4149;2012-10-10;34;19.0;10.0;;;;;;;Investment;Birjulevo Vostochnoe
3670489;4150;2012-10-10;41;;9.0;;;;;;;OwnerOccupier;Poselenie Vnukovskoe
5982900;4151;2012-10-10;77;77.0;2.0;;;;;;;OwnerOccupier;Nekrasovka
9300000;4152;2012-10-10;76;45.0;13.0;;;;;;;Investment;Zapadnoe Degunino
4566100;4153;2012-10-10;59;59.0;12.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
5837400;4154;2012-10-10;43;39.0;3.0;;;;;;;OwnerOccupier;Severnoe Tushino
5510516;4155;2012-10-10;71;;4.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
3660300;4156;2012-10-10;44;44.0;3.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
3452800;4157;2012-10-10;41;41.0;9.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
6590000;4158;2012-10-10;45;27.0;6.0;;;;;;;Investment;Orehovo-Borisovo Juzhnoe
4763787;4159;2012-10-11;57;;7.0;;;;;;;OwnerOccupier;Tverskoe
8100000;4160;2012-10-11;59;38.0;8.0;;;;;;;Investment;Chertanovo Juzhnoe
14000000;4161;2012-10-11;78;39.0;10.0;;;;;;;Investment;Horoshevo-Mnevniki
3769375;4162;2012-10-11;38;18.0;15.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
4590649;4163;2012-10-11;57;57.0;5.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
2922350;4164;2012-10-11;47;16.0;2.0;;;;;;;Investment;Mitino
3676716;4165;2012-10-11;53;;3.0;;;;;;;OwnerOccupier;Poselenie Shherbinka
4890050;4166;2012-10-11;52;;17.0;;;;;;;OwnerOccupier;Nekrasovka
6150000;4167;2012-10-11;34;18.0;14.0;;;;;;;Investment;Babushkinskoe
6400000;4168;2012-10-11;57;33.0;5.0;;;;;;;Investment;Silino
3481070;4169;2012-10-11;40;;13.0;;;;;;;OwnerOccupier;Poselenie Moskovskij
4632352;4170;2012-10-11;55;30.0;2.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
10000000;4171;2012-10-11;43;27.0;3.0;;;;;;;Investment;Tverskoe
4506800;4172;2012-10-11;59;;4.0;;;;;;;OwnerOccupier;Poselenie Sosenskoe
3488791;4173;2012-10-11;43;18.0;2.0;;;;;;;OwnerOccupier;Poselenie Voskresenskoe
